,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA1,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-3,blaCTX-M-8,blaOXA-1,blaTEM-1B,blaTEM-1C,blaTEM-52B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
NODE_28_length_252_cov_27.344000,ESBL17,NODE_28_length_252_cov_27.344000,misc,M_23,False,False,False,27.344000,252,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_29_length_251_cov_34.741935,ESBL17,NODE_29_length_251_cov_34.741935,misc,M_24,False,False,False,34.741935,251,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_30_length_191_cov_30.703125,ESBL17,NODE_30_length_191_cov_30.703125,misc,M_25,False,False,False,30.703125,191,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_31_length_184_cov_13.456140,ESBL17,NODE_31_length_184_cov_13.456140,misc,M_26,False,False,False,13.456140,184,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_32_length_128_cov_743.000000,ESBL17,NODE_32_length_128_cov_743.000000,misc,M_27,False,False,False,743.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_112431_cov_30.427297,ESBL17,NODE_8_length_112431_cov_30.427297,plasmid,P_0,True,True,False,30.427297,112431,"[""ant(3'')-Ia"", 'mph(A)', 'IncFIC(FII)', 'aadA5', ""aac(6')-Ib-cr"", 'dfrA17', 'sul1', 'blaCTX-M-15', 'tet(A)', 'catB3', 'IncFIA', 'blaOXA-1']",,,,,,,,,,105916..106299,,,,45092..45592,,,,,,,,,,,,,16289..16888,,2218..3006,,1429..1595,,,,,,,,14135..15010,,,,17019..17849,,,,,17987..18431,,,,,1614..2087,,,,,9687..10608,,3526..4392,,,,21762..23008,,
NODE_9_length_93670_cov_17.023811,ESBL17,NODE_9_length_93670_cov_17.023811,plasmid,P_1,True,False,False,17.023811,93670,['p0111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27532..28416,,,,,,,
NODE_16_length_2228_cov_111.835792,ESBL17,NODE_16_length_2228_cov_111.835792,plasmid,P_2,True,False,False,111.835792,2228,['Col(BS512)'],,2074..2228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_1112711_cov_22.675592,ESBL16,NODE_1_length_1112711_cov_22.675592,chromosome,C_0,False,True,False,22.675592,1112711,['tet(34)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862388..862743,,,
NODE_2_length_631084_cov_14.600408,ESBL16,NODE_2_length_631084_cov_14.600408,misc,M_0,False,False,False,14.600408,631084,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_3_length_510985_cov_21.814010,ESBL16,NODE_3_length_510985_cov_21.814010,misc,M_1,False,False,False,21.814010,510985,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_482927_cov_18.945278,ESBL16,NODE_4_length_482927_cov_18.945278,misc,M_2,False,False,False,18.945278,482927,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_378549_cov_20.709618,ESBL16,NODE_5_length_378549_cov_20.709618,misc,M_3,False,False,False,20.709618,378549,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_338505_cov_17.927207,ESBL16,NODE_6_length_338505_cov_17.927207,misc,M_4,False,False,False,17.927207,338505,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_298966_cov_16.828153,ESBL16,NODE_7_length_298966_cov_16.828153,misc,M_5,False,True,False,16.828153,298966,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83769..85001,,,,,,,,,,
NODE_8_length_286175_cov_13.531724,ESBL16,NODE_8_length_286175_cov_13.531724,misc,M_6,False,False,False,13.531724,286175,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_181282_cov_19.844384,ESBL16,NODE_9_length_181282_cov_19.844384,misc,M_7,False,False,False,19.844384,181282,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_173318_cov_17.350846,ESBL16,NODE_10_length_173318_cov_17.350846,misc,M_8,False,False,False,17.350846,173318,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_167607_cov_15.236121,ESBL16,NODE_11_length_167607_cov_15.236121,misc,M_9,False,False,False,15.236121,167607,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_94795_cov_22.843555,ESBL16,NODE_12_length_94795_cov_22.843555,misc,M_10,False,False,False,22.843555,94795,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_92684_cov_16.105440,ESBL16,NODE_13_length_92684_cov_16.105440,misc,M_11,False,False,False,16.105440,92684,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_85576_cov_15.754355,ESBL16,NODE_15_length_85576_cov_15.754355,misc,M_12,False,False,False,15.754355,85576,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_16_length_56189_cov_13.958489,ESBL16,NODE_16_length_56189_cov_13.958489,misc,M_13,False,False,False,13.958489,56189,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_17_length_49437_cov_16.568757,ESBL16,NODE_17_length_49437_cov_16.568757,misc,M_14,False,False,False,16.568757,49437,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_10156_cov_26.140491,ESBL16,NODE_18_length_10156_cov_26.140491,misc,M_15,False,False,False,26.140491,10156,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_19_length_5827_cov_9.441305,ESBL16,NODE_19_length_5827_cov_9.441305,misc,M_16,False,False,False,9.441305,5827,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_5040_cov_19.157356,ESBL16,NODE_21_length_5040_cov_19.157356,misc,M_17,False,False,False,19.157356,5040,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_23_length_4496_cov_32.662165,ESBL16,NODE_23_length_4496_cov_32.662165,misc,M_18,False,False,False,32.662165,4496,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_24_length_4403_cov_31.647568,ESBL16,NODE_24_length_4403_cov_31.647568,misc,M_19,False,False,False,31.647568,4403,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_25_length_1758_cov_10.339056,ESBL16,NODE_25_length_1758_cov_10.339056,misc,M_20,False,False,False,10.339056,1758,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_26_length_1690_cov_7.253359,ESBL16,NODE_26_length_1690_cov_7.253359,misc,M_21,False,False,False,7.253359,1690,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_1349_cov_4.762684,ESBL16,NODE_27_length_1349_cov_4.762684,misc,M_22,False,False,False,4.762684,1349,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_28_length_1252_cov_14.016000,ESBL16,NODE_28_length_1252_cov_14.016000,misc,M_23,False,False,False,14.016000,1252,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_29_length_831_cov_19.348011,ESBL16,NODE_29_length_831_cov_19.348011,misc,M_24,False,False,False,19.348011,831,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_30_length_686_cov_12.313059,ESBL16,NODE_30_length_686_cov_12.313059,misc,M_25,False,False,False,12.313059,686,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_31_length_630_cov_19.811133,ESBL16,NODE_31_length_630_cov_19.811133,misc,M_26,False,False,False,19.811133,630,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_32_length_590_cov_7.509719,ESBL16,NODE_32_length_590_cov_7.509719,misc,M_27,False,False,False,7.509719,590,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_33_length_563_cov_1.974771,ESBL16,NODE_33_length_563_cov_1.974771,misc,M_28,False,False,False,1.974771,563,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_34_length_520_cov_15.152672,ESBL16,NODE_34_length_520_cov_15.152672,misc,M_29,False,False,False,15.152672,520,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_35_length_507_cov_2.028947,ESBL16,NODE_35_length_507_cov_2.028947,misc,M_30,False,False,False,2.028947,507,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_36_length_498_cov_19.336927,ESBL16,NODE_36_length_498_cov_19.336927,misc,M_31,False,False,False,19.336927,498,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_37_length_492_cov_9.750685,ESBL16,NODE_37_length_492_cov_9.750685,misc,M_32,False,False,False,9.750685,492,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_38_length_490_cov_16.661157,ESBL16,NODE_38_length_490_cov_16.661157,misc,M_33,False,False,False,16.661157,490,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_39_length_475_cov_0.482759,ESBL16,NODE_39_length_475_cov_0.482759,misc,M_34,False,False,False,0.482759,475,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_40_length_415_cov_9.770833,ESBL16,NODE_40_length_415_cov_9.770833,misc,M_35,False,False,False,9.770833,415,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_41_length_333_cov_13.359223,ESBL16,NODE_41_length_333_cov_13.359223,misc,M_36,False,False,False,13.359223,333,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_42_length_316_cov_18.640212,ESBL16,NODE_42_length_316_cov_18.640212,misc,M_37,False,False,False,18.640212,316,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_43_length_312_cov_9.437838,ESBL16,NODE_43_length_312_cov_9.437838,misc,M_38,False,False,False,9.437838,312,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_44_length_287_cov_10.431250,ESBL16,NODE_44_length_287_cov_10.431250,misc,M_39,False,False,False,10.431250,287,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_45_length_271_cov_23.048611,ESBL16,NODE_45_length_271_cov_23.048611,misc,M_40,False,False,False,23.048611,271,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_46_length_261_cov_3.776119,ESBL16,NODE_46_length_261_cov_3.776119,misc,M_41,False,False,False,3.776119,261,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_47_length_240_cov_12.115044,ESBL16,NODE_47_length_240_cov_12.115044,misc,M_42,False,False,False,12.115044,240,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_48_length_240_cov_10.079646,ESBL16,NODE_48_length_240_cov_10.079646,misc,M_43,False,False,False,10.079646,240,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_50_length_239_cov_8.160714,ESBL16,NODE_50_length_239_cov_8.160714,misc,M_44,False,False,False,8.160714,239,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_49_length_239_cov_11.500000,ESBL16,NODE_49_length_239_cov_11.500000,misc,M_45,False,False,False,11.500000,239,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_51_length_238_cov_3.792793,ESBL16,NODE_51_length_238_cov_3.792793,misc,M_46,False,False,False,3.792793,238,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_52_length_234_cov_7.579439,ESBL16,NODE_52_length_234_cov_7.579439,misc,M_47,False,False,False,7.579439,234,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_53_length_233_cov_7.566038,ESBL16,NODE_53_length_233_cov_7.566038,misc,M_48,False,False,False,7.566038,233,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_54_length_233_cov_6.132075,ESBL16,NODE_54_length_233_cov_6.132075,misc,M_49,False,False,False,6.132075,233,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_55_length_211_cov_3.619048,ESBL16,NODE_55_length_211_cov_3.619048,misc,M_50,False,False,False,3.619048,211,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_56_length_207_cov_10.612500,ESBL16,NODE_56_length_207_cov_10.612500,misc,M_51,False,False,False,10.612500,207,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_57_length_181_cov_22.092593,ESBL16,NODE_57_length_181_cov_22.092593,misc,M_52,False,False,False,22.092593,181,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_58_length_162_cov_19.228571,ESBL16,NODE_58_length_162_cov_19.228571,misc,M_53,False,False,False,19.228571,162,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_59_length_162_cov_17.428571,ESBL16,NODE_59_length_162_cov_17.428571,misc,M_54,False,False,False,17.428571,162,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_60_length_132_cov_6.000000,ESBL16,NODE_60_length_132_cov_6.000000,misc,M_55,False,False,False,6.000000,132,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_61_length_131_cov_8.000000,ESBL16,NODE_61_length_131_cov_8.000000,misc,M_56,False,False,False,8.000000,131,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_62_length_128_cov_418.000000,ESBL16,NODE_62_length_128_cov_418.000000,misc,M_57,False,False,False,418.000000,128,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_88424_cov_17.447475,ESBL16,NODE_14_length_88424_cov_17.447475,plasmid,P_0,True,True,False,17.447475,88424,"['blaCTX-M-1', 'IncI1']",,,,,,,,,,,,,,,,,,72351..72492,,,,,,,,,,,,,,,,,,63104..63979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_20_length_5457_cov_42.437523,ESBL16,NODE_20_length_5457_cov_42.437523,plasmid,P_1,True,False,False,42.437523,5457,"['Col(MGD2)', 'ColRNAI']",,,,,4990..5090,,,492..620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_22_length_4861_cov_61.772919,ESBL16,NODE_22_length_4861_cov_61.772919,plasmid,P_2,True,False,False,61.772919,4861,['Col156'],,,,,,4707..4858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_1_length_758675_cov_14.515643,ESBL15,NODE_1_length_758675_cov_14.515643,misc,M_0,False,True,False,14.515643,758675,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674749..675981,,,,,,,,,,
NODE_2_length_668550_cov_21.101591,ESBL15,NODE_2_length_668550_cov_21.101591,misc,M_1,False,True,False,21.101591,668550,['tet(34)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418270..418625,,,
NODE_3_length_612808_cov_17.467893,ESBL15,NODE_3_length_612808_cov_17.467893,misc,M_2,False,False,False,17.467893,612808,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_4_length_475639_cov_21.935831,ESBL15,NODE_4_length_475639_cov_21.935831,misc,M_3,False,False,False,21.935831,475639,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_5_length_298527_cov_13.869551,ESBL15,NODE_5_length_298527_cov_13.869551,misc,M_4,False,False,False,13.869551,298527,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_6_length_295397_cov_21.187798,ESBL15,NODE_6_length_295397_cov_21.187798,misc,M_5,False,False,False,21.187798,295397,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_7_length_246162_cov_20.372768,ESBL15,NODE_7_length_246162_cov_20.372768,misc,M_6,False,False,False,20.372768,246162,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_8_length_217226_cov_12.483798,ESBL15,NODE_8_length_217226_cov_12.483798,misc,M_7,False,False,False,12.483798,217226,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_9_length_203731_cov_18.395119,ESBL15,NODE_9_length_203731_cov_18.395119,misc,M_8,False,False,False,18.395119,203731,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_10_length_196266_cov_27.576818,ESBL15,NODE_10_length_196266_cov_27.576818,misc,M_9,False,False,False,27.576818,196266,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_11_length_182316_cov_18.847983,ESBL15,NODE_11_length_182316_cov_18.847983,misc,M_10,False,False,False,18.847983,182316,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_12_length_144921_cov_15.720527,ESBL15,NODE_12_length_144921_cov_15.720527,misc,M_11,False,False,False,15.720527,144921,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_13_length_134021_cov_20.147972,ESBL15,NODE_13_length_134021_cov_20.147972,misc,M_12,False,False,False,20.147972,134021,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_14_length_111382_cov_21.122498,ESBL15,NODE_14_length_111382_cov_21.122498,misc,M_13,False,False,False,21.122498,111382,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_15_length_109950_cov_16.683568,ESBL15,NODE_15_length_109950_cov_16.683568,misc,M_14,False,False,False,16.683568,109950,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_16_length_94789_cov_21.474303,ESBL15,NODE_16_length_94789_cov_21.474303,misc,M_15,False,False,False,21.474303,94789,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_18_length_81359_cov_16.408546,ESBL15,NODE_18_length_81359_cov_16.408546,misc,M_16,False,False,False,16.408546,81359,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_19_length_52908_cov_14.343086,ESBL15,NODE_19_length_52908_cov_14.343086,misc,M_17,False,False,False,14.343086,52908,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_20_length_38240_cov_12.566061,ESBL15,NODE_20_length_38240_cov_12.566061,misc,M_18,False,False,False,12.566061,38240,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_21_length_35102_cov_6.774082,ESBL15,NODE_21_length_35102_cov_6.774082,misc,M_19,False,False,False,6.774082,35102,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_22_length_6288_cov_7.480897,ESBL15,NODE_22_length_6288_cov_7.480897,misc,M_20,False,False,False,7.480897,6288,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_25_length_2684_cov_3.397732,ESBL15,NODE_25_length_2684_cov_3.397732,misc,M_21,False,False,False,3.397732,2684,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_26_length_2301_cov_3.592610,ESBL15,NODE_26_length_2301_cov_3.592610,misc,M_22,False,False,False,3.592610,2301,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_27_length_2139_cov_2.608804,ESBL15,NODE_27_length_2139_cov_2.608804,misc,M_23,False,False,False,2.608804,2139,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_28_length_813_cov_10.674927,ESBL15,NODE_28_length_813_cov_10.674927,misc,M_24,False,False,False,10.674927,813,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_29_length_778_cov_10.577573,ESBL15,NODE_29_length_778_cov_10.577573,misc,M_25,False,False,False,10.577573,778,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_30_length_678_cov_5.442831,ESBL15,NODE_30_length_678_cov_5.442831,misc,M_26,False,False,False,5.442831,678,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_31_length_673_cov_3.807692,ESBL15,NODE_31_length_673_cov_3.807692,misc,M_27,False,False,False,3.807692,673,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_32_length_633_cov_11.041502,ESBL15,NODE_32_length_633_cov_11.041502,misc,M_28,False,False,False,11.041502,633,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NODE_33_length_574_cov_15.042506,ESBL15,NODE_33_length_574_cov_15.042506,misc,M_29,False,False,False,15.042506,574,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
